words,weights
window,6.953243334287785
wheel,6.953243334287785
wellday,6.953243334287785
wed,6.953243334287785
weird,6.953243334287785
thesingl,6.953243334287785
toand,6.953243334287785
devast,6.953243334287785
weed,6.953243334287785
dig,6.953243334287785
till,6.953243334287785
dump,6.953243334287785
doc,6.953243334287785
tobut,6.953243334287785
effort,6.953243334287785
video,6.953243334287785
turnin,6.953243334287785
verg,6.953243334287785
eatyup,6.953243334287785
vent,6.953243334287785
earlier,6.953243334287785
earli,6.953243334287785
twist,6.953243334287785
vaca,6.953243334287785
ur,6.953243334287785
unhappi,6.953243334287785
understand,6.953243334287785
ugli,6.953243334287785
twitter,6.953243334287785
two,6.953243334287785
drive,6.953243334287785
voic,6.953243334287785
truth,6.953243334287785
drain,6.953243334287785
wast,6.953243334287785
warn,6.953243334287785
doctor,6.953243334287785
toi,6.953243334287785
empti,6.953243334287785
type,6.953243334287785
douch,6.953243334287785
tough,6.953243334287785
truli,6.953243334287785
trap,6.953243334287785
wall,6.953243334287785
drank,6.953243334287785
truck,6.953243334287785
draw,6.953243334287785
waday,6.953243334287785
total,6.953243334287785
describ,6.953243334287785
bullshit,6.953243334287785
atlove,6.953243334287785
autopilot,6.953243334287785
band,6.953243334287785
basic,6.953243334287785
beenyear,6.953243334287785
beg,6.953243334287785
behavior,6.953243334287785
besid,6.953243334287785
beyear,6.953243334287785
bf,6.953243334287785
bit,6.953243334287785
blame,6.953243334287785
blew,6.953243334287785
boost,6.953243334287785
bore,6.953243334287785
boss,6.953243334287785
boughtmore,6.953243334287785
bounc,6.953243334287785
brain,6.953243334287785
broke,6.953243334287785
broken,6.953243334287785
asleep,6.953243334287785
artist,6.953243334287785
argu,6.953243334287785
allergi,6.953243334287785
abort,6.953243334287785
aboutbare,6.953243334287785
accident,6.953243334287785
accidentslept,6.953243334287785
across,6.953243334287785
af,6.953243334287785
afraid,6.953243334287785
afterweek,6.953243334287785
ahead,6.953243334287785
almost,6.953243334287785
appreci,6.953243334287785
almostweek,6.953243334287785
amount,6.953243334287785
aneur,6.953243334287785
anger,6.953243334287785
anniversari,6.953243334287785
annnd,6.953243334287785
annoy,6.953243334287785
anorexia,6.953243334287785
antidepress,6.953243334287785
anxiou,6.953243334287785
buckl,6.953243334287785
burden,6.953243334287785
deni,6.953243334287785
bust,6.953243334287785
coronaviru,6.953243334287785
therapitime,6.953243334287785
couldve,6.953243334287785
countri,6.953243334287785
cous,6.953243334287785
crawl,6.953243334287785
crisitime,6.953243334287785
cute,6.953243334287785
dad,6.953243334287785
damn,6.953243334287785
dare,6.953243334287785
youry,6.953243334287785
youre,6.953243334287785
youd,6.953243334287785
yike,6.953243334287785
yall,6.953243334287785
dayof,6.953243334287785
write,6.953243334287785
wow,6.953243334287785
decid,6.953243334287785
demon,6.953243334287785
cope,6.953243334287785
cop,6.953243334287785
cooki,6.953243334287785
clarkson,6.953243334287785
buy,6.953243334287785
cake,6.953243334287785
came,6.953243334287785
cave,6.953243334287785
celebr,6.953243334287785
cheat,6.953243334287785
choos,6.953243334287785
christmayear,6.953243334287785
cigarett,6.953243334287785
class,6.953243334287785
close,6.953243334287785
coke,6.953243334287785
cold,6.953243334287785
colleg,6.953243334287785
consent,6.953243334287785
consist,6.953243334287785
consol,6.953243334287785
constantli,6.953243334287785
contempl,6.953243334287785
thesecond,6.953243334287785
stuff,6.953243334287785
thanksgiv,6.953243334287785
thank,6.953243334287785
hail,6.953243334287785
oop,6.953243334287785
onliof,6.953243334287785
onliminut,6.953243334287785
onc,6.953243334287785
hand,6.953243334287785
handl,6.953243334287785
old,6.953243334287785
offici,6.953243334287785
ofeveryth,6.953243334287785
happyhow,6.953243334287785
harmtime,6.953243334287785
number,6.953243334287785
heal,6.953243334287785
nothin,6.953243334287785
norm,6.953243334287785
nope,6.953243334287785
health,6.953243334287785
noon,6.953243334287785
noni,6.953243334287785
nice,6.953243334287785
neither,6.953243334287785
necessarili,6.953243334287785
nap,6.953243334287785
orrr,6.953243334287785
overdos,6.953243334287785
haha,6.953243334287785
grip,6.953243334287785
rape,6.953243334287785
rain,6.953243334287785
purg,6.953243334287785
pull,6.953243334287785
psychic,6.953243334287785
promis,6.953243334287785
grey,6.953243334287785
product,6.953243334287785
problem,6.953243334287785
preciou,6.953243334287785
grow,6.953243334287785
overwhelm,6.953243334287785
gun,6.953243334287785
post,6.953243334287785
possibl,6.953243334287785
piss,6.953243334287785
habrain,6.953243334287785
phone,6.953243334287785
personfor,6.953243334287785
person,6.953243334287785
pastday,6.953243334287785
passyear,6.953243334287785
password,6.953243334287785
name,6.953243334287785
mytwitteranniversari,6.953243334287785
heart,6.953243334287785
kelli,6.953243334287785
hospic,6.953243334287785
hr,6.953243334287785
hunter,6.953243334287785
ice,6.953243334287785
learn,6.953243334287785
laugh,6.953243334287785
later,6.953243334287785
laid,6.953243334287785
knive,6.953243334287785
knew,6.953243334287785
key,6.953243334287785
jusssttt,6.953243334287785
leastmore,6.953243334287785
idek,6.953243334287785
join,6.953243334287785
ignor,6.953243334287785
jerk,6.953243334287785
itday,6.953243334287785
imagainst,6.953243334287785
itd,6.953243334287785
intro,6.953243334287785
insur,6.953243334287785
imagin,6.953243334287785
horribl,6.953243334287785
light,6.953243334287785
myday,6.953243334287785
hide,6.953243334287785
must,6.953243334287785
heartless,6.953243334287785
music,6.953243334287785
move,6.953243334287785
mountain,6.953243334287785
misgend,6.953243334287785
mine,6.953243334287785
midnight,6.953243334287785
mia,6.953243334287785
messag,6.953243334287785
meltdown,6.953243334287785
hes,6.953243334287785
media,6.953243334287785
list,6.953243334287785
mean,6.953243334287785
markyear,6.953243334287785
mark,6.953243334287785
mani,6.953243334287785
manag,6.953243334287785
love,6.953243334287785
lost,6.953243334287785
longest,6.953243334287785
lock,6.953243334287785
hm,6.953243334287785
lmfao,6.953243334287785
littl,6.953243334287785
rd,6.953243334287785
readideath,6.953243334287785
recov,6.953243334287785
special,6.953243334287785
state,6.953243334287785
stare,6.953243334287785
felt,6.953243334287785
star,6.953243334287785
stand,6.953243334287785
sprite,6.953243334287785
fix,6.953243334287785
fli,6.953243334287785
spoke,6.953243334287785
forget,6.953243334287785
forstraight,6.953243334287785
station,6.953243334287785
speak,6.953243334287785
forweek,6.953243334287785
space,6.953243334287785
somebodi,6.953243334287785
freak,6.953243334287785
social,6.953243334287785
snap,6.953243334287785
free,6.953243334287785
friday,6.953243334287785
smash,6.953243334287785
fed,6.953243334287785
step,6.953243334287785
stupid,6.953243334287785
test,6.953243334287785
tempt,6.953243334287785
explain,6.953243334287785
tear,6.953243334287785
extra,6.953243334287785
sweatshirt,6.953243334287785
eye,6.953243334287785
surprisingli,6.953243334287785
summer,6.953243334287785
suddenli,6.953243334287785
instead,6.953243334287785
struggl,6.953243334287785
stress,6.953243334287785
fact,6.953243334287785
strength,6.953243334287785
stream,6.953243334287785
streak,6.953243334287785
stori,6.953243334287785
store,6.953243334287785
februari,6.953243334287785
stood,6.953243334287785
slide,6.953243334287785
front,6.953243334287785
regret,6.953243334287785
grace,6.953243334287785
scenario,6.953243334287785
gotta,6.953243334287785
saw,6.953243334287785
sack,6.953243334287785
sabotag,6.953243334287785
rush,6.953243334287785
gotten,6.953243334287785
ruin,6.953243334287785
rubber,6.953243334287785
roof,6.953243334287785
roll,6.953243334287785
river,6.953243334287785
rid,6.953243334287785
restaur,6.953243334287785
rest,6.953243334287785
reschedul,6.953243334287785
grave,6.953243334287785
replac,6.953243334287785
greet,6.953243334287785
remot,6.953243334287785
relief,6.953243334287785
relationshipmonth,6.953243334287785
relat,6.953243334287785
goe,6.953243334287785
scream,6.953243334287785
slice,6.953243334287785
shouldv,6.953243334287785
function,6.953243334287785
slept,6.953243334287785
skin,6.953243334287785
funni,6.953243334287785
sinc,6.953243334287785
futur,6.953243334287785
simpli,6.953243334287785
shoutout,6.953243334287785
ga,6.953243334287785
shout,6.953243334287785
gave,6.953243334287785
shouldcut,6.953243334287785
seafood,6.953243334287785
genuin,6.953243334287785
shortthe,6.953243334287785
gettysburg,6.953243334287785
shoe,6.953243334287785
ghost,6.953243334287785
givenday,6.953243334287785
glad,6.953243334287785
servic,6.953243334287785
seem,6.953243334287785
seatbelt,6.953243334287785
pray,6.953243334287785
awar,6.953243334287785
pure,6.859360706474645
peak,6.859360706474645
perfectli,6.859360706474645
pictur,6.859360706474645
place,6.859360706474645
play,6.859360706474645
pm,6.859360706474645
potato,6.859360706474645
pound,6.859360706474645
presenc,6.859360706474645
prevent,6.859360706474645
procrastin,6.859360706474645
punctur,6.859360706474645
reason,6.859360706474645
reliev,6.859360706474645
rememb,6.859360706474645
ring,6.859360706474645
room,6.859360706474645
sadder,6.859360706474645
saddest,6.859360706474645
safest,6.859360706474645
sake,6.859360706474645
scare,6.859360706474645
scratch,6.859360706474645
pathet,6.859360706474645
panick,6.859360706474645
longer,6.859360706474645
louder,6.859360706474645
lower,6.859360706474645
mask,6.859360706474645
master,6.859360706474645
million,6.859360706474645
minut,6.859360706474645
mistak,6.859360706474645
moment,6.859360706474645
money,6.859360706474645
nan,6.859360706474645
next,6.859360706474645
painless,6.859360706474645
nightmar,6.859360706474645
notokay,6.859360706474645
nuisanc,6.859360706474645
object,6.859360706474645
opinion,6.859360706474645
otherwis,6.859360706474645
outcast,6.859360706474645
overcom,6.859360706474645
seek,6.859360706474645
seeker,6.859360706474645
selfdestruct,6.859360706474645
us,6.859360706474645
top,6.859360706474645
toward,6.859360706474645
toxic,6.859360706474645
toy,6.859360706474645
turn,6.859360706474645
twice,6.859360706474645
uglier,6.859360706474645
ugliest,6.859360706474645
uncount,6.859360706474645
understood,6.859360706474645
unexplain,6.859360706474645
unlik,6.859360706474645
unwant,6.859360706474645
vessel,6.859360706474645
vision,6.859360706474645
wait,6.859360706474645
wander,6.859360706474645
wear,6.859360706474645
whole,6.859360706474645
work,6.859360706474645
worst,6.859360706474645
wrong,6.859360706474645
yang,6.859360706474645
yeah,6.859360706474645
yin,6.859360706474645
told,6.859360706474645
today,6.859360706474645
theyv,6.859360706474645
shower,6.859360706474645
shown,6.859360706474645
singl,6.859360706474645
sit,6.859360706474645
skinner,6.859360706474645
sky,6.859360706474645
specialti,6.859360706474645
spent,6.859360706474645
strike,6.859360706474645
surpris,6.859360706474645
surround,6.859360706474645
surviv,6.859360706474645
swing,6.859360706474645
taken,6.859360706474645
tend,6.859360706474645
long,6.859360706474645
continu,6.859360706474645
burst,6.859360706474645
car,6.859360706474645
cat,6.859360706474645
chanc,6.859360706474645
claim,6.859360706474645
clear,6.859360706474645
companion,6.859360706474645
complain,6.859360706474645
concentr,6.859360706474645
consid,6.859360706474645
convers,6.859360706474645
breathless,6.859360706474645
corner,6.859360706474645
crave,6.859360706474645
current,6.859360706474645
danger,6.859360706474645
decis,6.859360706474645
depend,6.859360706474645
diari,6.859360706474645
abandon,6.859360706474645
differ,6.859360706474645
bring,6.859360706474645
disconnect,6.859360706474645
art,6.859360706474645
addict,6.859360706474645
admit,6.859360706474645
afterward,6.859360706474645
air,6.859360706474645
although,6.859360706474645
angri,6.859360706474645
appar,6.859360706474645
boom,6.859360706474645
assign,6.859360706474645
awak,6.859360706474645
beauti,6.859360706474645
begin,6.859360706474645
benefit,6.859360706474645
best,6.859360706474645
bet,6.859360706474645
beyond,6.859360706474645
bigger,6.859360706474645
blank,6.859360706474645
blast,6.859360706474645
bleed,6.859360706474645
disagre,6.859360706474645
happier,6.859360706474645
harder,6.859360706474645
hardest,6.859360706474645
havent,6.859360706474645
hell,6.859360706474645
helpless,6.859360706474645
high,6.859360706474645
hit,6.859360706474645
hk,6.859360706474645
home,6.859360706474645
id,6.859360706474645
indirectli,6.859360706474645
instant,6.859360706474645
invinc,6.859360706474645
joke,6.859360706474645
kitti,6.859360706474645
knock,6.859360706474645
known,6.859360706474645
late,6.859360706474645
less,6.859360706474645
lifeless,6.859360706474645
limit,6.859360706474645
halloween,6.859360706474645
judg,6.859360706474645
els,6.859360706474645
facetofac,6.859360706474645
experi,6.859360706474645
everywher,6.859360706474645
etern,6.859360706474645
eras,6.859360706474645
due,6.859360706474645
drug,6.859360706474645
dreamt,6.859360706474645
given,6.859360706474645
dread,6.859360706474645
dream,6.859360706474645
failur,6.859360706474645
edit,6.859360706474645
fast,6.859360706474645
forday,6.859360706474645
gate,6.859360706474645
frustrat,6.859360706474645
freez,6.859360706474645
forc,6.859360706474645
fire,6.859360706474645
fill,6.859360706474645
share,6.839187111662404
sight,6.839187111662404
short,6.839187111662404
shitti,6.839187111662404
silent,6.839187111662404
shitoh,6.839187111662404
selfdoubt,6.839187111662404
shine,6.839187111662404
serotonin,6.839187111662404
shape,6.839187111662404
sever,6.839187111662404
sentiment,6.839187111662404
selftortur,6.839187111662404
selfsabotag,6.839187111662404
selfquarantin,6.839187111662404
selfpromo,6.839187111662404
simultan,6.839187111662404
speck,6.839187111662404
spectacular,6.839187111662404
strang,6.839187111662404
selfcent,6.839187111662404
steven,6.839187111662404
standard,6.839187111662404
sport,6.839187111662404
spong,6.839187111662404
spielberg,6.839187111662404
spell,6.839187111662404
sourc,6.839187111662404
situat,6.839187111662404
soprano,6.839187111662404
song,6.839187111662404
someonhi,6.839187111662404
softli,6.839187111662404
societis,6.839187111662404
slightli,6.839187111662404
skull,6.839187111662404
skincar,6.839187111662404
rediscov,6.839187111662404
selfawar,6.839187111662404
relaunch,6.839187111662404
rejoin,6.839187111662404
red,6.839187111662404
record,6.839187111662404
recommend,6.839187111662404
recent,6.839187111662404
rec,6.839187111662404
realiz,6.839187111662404
rad,6.839187111662404
quietli,6.839187111662404
questionhow,6.839187111662404
question,6.839187111662404
put,6.839187111662404
purnelboyfriend,6.839187111662404
purnel,6.839187111662404
purer,6.839187111662404
strongmean,6.839187111662404
punk,6.839187111662404
reluctantli,6.839187111662404
repli,6.839187111662404
selfaccept,6.839187111662404
repres,6.839187111662404
self,6.839187111662404
sec,6.839187111662404
scienc,6.839187111662404
scarfbandana,6.839187111662404
scarecron,6.839187111662404
scale,6.839187111662404
sale,6.839187111662404
ryan,6.839187111662404
run,6.839187111662404
rule,6.839187111662404
roleplay,6.839187111662404
rise,6.839187111662404
reveal,6.839187111662404
respons,6.839187111662404
respond,6.839187111662404
resent,6.839187111662404
repress,6.839187111662404
string,6.839187111662404
verv,6.839187111662404
wednesday,6.839187111662404
wash,6.839187111662404
vulner,6.839187111662404
vomit,6.839187111662404
void,6.839187111662404
vogu,6.839187111662404
virtual,6.839187111662404
ventil,6.839187111662404
valu,6.839187111662404
vaccin,6.839187111662404
unrealist,6.839187111662404
unnecessari,6.839187111662404
unlov,6.839187111662404
unless,6.839187111662404
unknown,6.839187111662404
unhealthi,6.839187111662404
wedpm,6.839187111662404
underli,6.839187111662404
psych,6.839187111662404
zone,6.839187111662404
yogurt,6.839187111662404
yell,6.839187111662404
yearend,6.839187111662404
xma,6.839187111662404
writer,6.839187111662404
wors,6.839187111662404
worldlol,6.839187111662404
wont,6.839187111662404
woman,6.839187111662404
wld,6.839187111662404
wisdom,6.839187111662404
whisperwhats,6.839187111662404
whether,6.839187111662404
werent,6.839187111662404
underwear,6.839187111662404
studi,6.839187111662404
throw,6.839187111662404
thoseposit,6.839187111662404
thestage,6.839187111662404
therefor,6.839187111662404
therapist,6.839187111662404
theo,6.839187111662404
themselv,6.839187111662404
thehard,6.839187111662404
th,6.839187111662404
tetri,6.839187111662404
terribl,6.839187111662404
tampon,6.839187111662404
symptom,6.839187111662404
superdooman,6.839187111662404
subtweet,6.839187111662404
style,6.839187111662404
studio,6.839187111662404
thread,6.839187111662404
thurpm,6.839187111662404
uk,6.839187111662404
tie,6.839187111662404
uh,6.839187111662404
typic,6.839187111662404
typelol,6.839187111662404
typehaha,6.839187111662404
tweetsylvia,6.839187111662404
turnout,6.839187111662404
turnalso,6.839187111662404
tune,6.839187111662404
true,6.839187111662404
tree,6.839187111662404
treat,6.839187111662404
trauma,6.839187111662404
train,6.839187111662404
tragedi,6.839187111662404
took,6.839187111662404
tonightmepm,6.839187111662404
tolearn,6.839187111662404
punctuat,6.839187111662404
cult,6.839187111662404
expand,6.839187111662404
everybodi,6.839187111662404
backmeme,6.839187111662404
awww,6.839187111662404
evid,6.839187111662404
examin,6.839187111662404
awakminut,6.839187111662404
avail,6.839187111662404
augustyou,6.839187111662404
august,6.839187111662404
augcometh,6.839187111662404
expect,6.839187111662404
ego,6.839187111662404
audiobook,6.839187111662404
audibl,6.839187111662404
attitud,6.839187111662404
attent,6.839187111662404
attempt,6.839187111662404
faith,6.839187111662404
ate,6.839187111662404
astut,6.839187111662404
asshol,6.839187111662404
askhow,6.839187111662404
articl,6.839187111662404
banana,6.839187111662404
bargain,6.839187111662404
entrepreneur,6.839187111662404
blur,6.839187111662404
blister,6.839187111662404
blend,6.839187111662404
birth,6.839187111662404
bio,6.839187111662404
eleg,6.839187111662404
element,6.839187111662404
email,6.839187111662404
belong,6.839187111662404
bel,6.839187111662404
embarrass,6.839187111662404
empathi,6.839187111662404
end,6.839187111662404
bc,6.839187111662404
baybee,6.839187111662404
barrier,6.839187111662404
engin,6.839187111662404
entir,6.839187111662404
arent,6.839187111662404
appropri,6.839187111662404
appear,6.839187111662404
febo,6.839187111662404
afraidi,6.839187111662404
affirmuh,6.839187111662404
affirmaccount,6.839187111662404
affirm,6.839187111662404
festiv,6.839187111662404
accid,6.839187111662404
abyss,6.839187111662404
fight,6.839187111662404
absorb,6.839187111662404
aboutprocess,6.839187111662404
abl,6.839187111662404
find,6.839187111662404
flag,6.839187111662404
floor,6.839187111662404
forgiv,6.839187111662404
forsecond,6.839187111662404
frasier,6.839187111662404
frozen,6.839187111662404
afterminut,6.839187111662404
agenda,6.839187111662404
fall,6.839187111662404
aggress,6.839187111662404
apolog,6.839187111662404
apocalyps,6.839187111662404
aol,6.839187111662404
anyway,6.839187111662404
fallen,6.839187111662404
fantasi,6.839187111662404
antholog,6.839187111662404
answerhow,6.839187111662404
answer,6.839187111662404
